II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-2.342,0.389,0.0,0.093,0.0,0.0,0.0,2.671,0.0,0.415,0.0
-2.342,0.389,0.0,0.096,0.0,0.0,0.0,2.668,0.0,0.527,0.0
-2.342,0.389,-3.816,0.099,0.0,0.0,0.0,2.666,0.0,0.572,0.0
-2.342,0.389,-3.842,0.102,0.0,0.0,0.0,2.664,0.0,0.411,0.0
-2.342,0.389,-3.856,0.105,0.0,0.0,0.0,2.66,0.0,0.529,0.0
-2.341,0.389,-3.875,0.107,0.0,0.0,0.0,2.658,0.0,0.513,0.0
-2.339,0.389,-3.892,0.109,0.0,0.0,0.0,2.656,0.0,0.486,0.0
-2.334,0.389,-3.908,0.112,0.0,0.0,0.0,2.658,0.0,0.547,0.0
-2.331,0.389,-3.922,0.114,0.0,0.0,0.0,2.66,0.0,0.0,0.0
-2.332,0.389,-3.932,0.117,0.0,0.0,0.0,2.664,0.0,0.0,0.0
-2.33,0.389,-3.944,0.12,0.0,0.0,0.0,2.666,0.0,0.0,0.0
-2.325,0.389,-3.948,0.123,0.0,0.0,0.0,2.668,0.0,0.0,0.0
-2.322,0.389,-3.953,0.126,0.0,0.0,0.0,2.67,0.0,0.452,0.0
-2.324,0.389,-3.956,0.129,0.0,0.0,0.025,2.671,0.553,0.452,0.0
-2.322,0.389,-3.958,0.132,0.0,0.0,0.0,2.673,0.564,0.452,0.0
-2.317,0.389,-3.958,0.135,0.0,0.0,0.0,2.67,0.0,0.443,0.0
-2.312,0.389,-3.958,0.138,0.0,0.0,0.0,2.666,0.0,0.604,0.0
-2.305,0.389,-3.958,0.141,0.0,0.0,0.0,2.663,0.0,0.53,0.0
-2.292,0.389,-3.958,0.144,0.0,0.0,0.0,2.659,0.574,0.377,0.0
-2.281,0.389,-3.958,0.146,0.0,0.0,0.0,2.656,0.569,0.423,0.0
-2.273,0.389,-3.958,0.148,0.0,0.0,0.0,2.652,0.568,0.444,0.0
-2.262,0.389,-3.958,0.151,0.0,0.0,0.0,2.65,0.568,0.444,0.0
-2.25,0.389,-3.955,0.153,0.392,0.0,0.0,2.65,0.572,0.441,0.0
-2.245,0.389,-3.951,0.154,0.392,0.0,0.0,2.65,0.574,0.441,0.0
-2.235,0.389,-3.948,0.155,0.0,0.0,0.0,2.65,0.573,0.293,0.0
-2.223,0.389,-3.945,0.157,0.0,0.0,0.0,2.65,0.57,0.272,0.0
-2.209,0.389,-3.944,0.158,0.0,0.0,0.0,0.0,0.0,0.261,0.0
-2.194,0.389,-3.947,0.159,0.0,0.0,0.0,0.0,0.0,0.193,0.0
-2.179,0.389,-3.949,0.16,0.0,0.0,0.0,0.0,0.0,0.791,0.0
-2.163,0.389,-3.945,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.146,0.389,-3.942,0.163,0.0,0.0,0.0,0.0,0.04,0.0,0.0
-2.128,0.389,-3.94,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.111,0.389,-3.937,0.164,0.0,0.0,0.0,2.647,0.0,0.0,0.0
-2.093,0.389,-3.935,0.164,0.0,0.0,0.0,2.645,0.0,0.0,0.0
-2.076,0.389,-3.933,0.163,0.0,0.0,0.0,2.645,0.0,0.007,0.0
-2.062,0.389,-3.93,0.162,0.0,0.0,0.0,2.645,0.0,-0.028,0.0
-2.052,0.389,-3.931,0.162,0.387,0.0,0.0,2.645,0.0,-0.058,0.0
-2.043,0.389,-3.932,0.161,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.037,0.389,-3.931,0.161,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.039,0.389,-3.927,0.16,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.039,0.389,-3.922,0.159,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.046,0.389,-3.919,0.159,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.057,0.389,-3.913,0.157,0.387,0.0,0.0,2.65,0.0,0.0,0.0
-2.071,0.389,-3.903,0.156,0.387,0.0,0.0,2.65,0.0,0.0,0.0
-2.089,0.389,-3.894,0.154,0.387,0.0,0.0,2.65,0.0,0.0,0.0
-2.109,0.389,-3.887,0.152,0.387,0.0,0.0,2.651,3.074,0.0,0.0
-2.131,0.389,-3.876,0.15,0.387,0.0,0.0,2.657,0.0,0.0,0.0
-2.161,0.389,-3.869,0.147,0.388,0.0,0.0,2.663,0.0,0.0,0.0
-2.189,0.389,-3.862,0.143,0.389,0.0,0.0,2.667,3.077,0.0,0.0
-2.221,0.389,-3.852,0.14,0.389,0.0,0.0,2.669,3.089,0.0,0.0
-2.252,0.389,-3.84,0.136,0.388,0.0,0.0,2.672,0.0,0.0,0.0
-2.277,0.389,-3.825,0.133,0.387,0.0,0.0,2.677,0.0,0.0,0.0
-2.301,0.389,-3.813,0.128,0.387,0.0,0.0,2.654,0.0,0.0,0.0
-2.324,0.389,-3.798,0.124,0.391,0.0,0.0,0.0,0.0,0.0,0.0
-2.341,0.389,-3.783,0.12,0.4,0.0,0.0,0.0,0.0,0.0,0.0
-2.352,0.389,-3.768,0.116,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.37,0.389,-3.749,0.112,0.407,0.0,0.0,0.0,0.0,0.0,0.0
-2.382,0.389,-3.73,0.108,0.407,0.0,0.0,0.0,0.0,0.0,0.0
-2.391,0.389,-3.715,0.103,0.404,0.0,0.0,0.0,3.086,0.0,0.0
-2.396,0.389,-3.701,0.099,0.4,0.0,0.0,0.0,0.0,0.0,0.0
-2.403,0.389,-3.687,0.095,0.396,0.0,0.0,0.0,0.0,0.0,0.0
-2.407,0.389,-3.673,0.09,0.391,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.389,-3.661,0.085,0.386,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-3.649,0.08,0.382,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-3.645,0.074,0.377,0.0,0.0,0.0,3.089,0.0,0.0
-2.401,0.389,-3.644,0.069,0.372,0.0,0.0,2.521,3.116,0.0,0.0
-2.401,0.389,-3.645,0.063,0.37,0.0,0.0,2.54,0.0,0.0,0.0
-2.401,0.389,-3.648,0.057,0.37,0.0,0.0,2.566,0.0,0.0,0.0
-2.401,0.389,-3.653,0.051,0.37,0.0,0.0,2.585,0.0,0.0,0.0
-2.399,0.389,-3.66,0.045,0.37,0.0,0.0,2.595,0.0,0.0,0.0
-2.396,0.389,-3.676,0.04,0.37,0.0,0.0,2.599,0.0,0.0,0.0
-2.396,0.389,-3.696,0.033,0.372,0.0,0.0,2.603,0.0,0.0,0.0
-2.396,0.389,-3.717,0.027,0.374,0.0,0.0,2.609,0.0,0.0,0.0
-2.393,0.389,-3.739,0.02,0.0,0.0,0.0,2.614,0.0,0.0,0.0
-2.386,0.389,-3.762,0.014,0.0,0.0,0.0,2.619,0.0,0.0,0.0
-2.386,0.389,-3.788,0.007,0.0,0.0,0.0,2.621,0.0,0.0,0.0
-2.387,0.389,-3.818,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.848,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.875,-0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.894,-0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.916,-0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.933,-0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.949,-0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-3.963,-0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.391,0.389,-3.976,-0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.392,0.389,-3.99,-0.043,0.0,0.0,0.0,0.0,3.086,0.0,0.0
-2.388,0.389,-3.997,-0.046,0.375,0.0,0.0,0.0,3.094,0.0,0.0
-2.386,0.389,-4.0,-0.05,0.375,0.0,0.0,0.0,3.083,0.0,0.0
-2.391,0.389,-4.004,-0.053,0.375,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.008,-0.057,0.377,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.013,-0.061,0.379,0.0,0.0,0.0,0.0,0.0,0.0
-2.391,0.389,-4.018,-0.065,0.381,0.0,0.0,0.0,0.0,0.0,0.0
-2.386,0.389,-4.018,-0.069,0.378,0.0,0.0,0.0,0.0,0.0,0.0
-2.386,0.389,-4.016,-0.073,0.376,0.0,0.0,0.0,0.0,0.0,0.0
-2.391,0.389,-4.015,-0.077,0.38,0.0,0.0,0.0,0.0,0.0,0.0
-2.395,0.389,-4.016,-0.081,0.382,0.0,0.0,0.0,0.0,0.0,0.0
-2.392,0.389,-4.018,-0.086,0.385,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-4.018,-0.09,0.392,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.389,-4.013,-0.094,0.388,0.0,0.0,0.0,3.121,0.0,0.0
-2.392,0.389,-4.012,-0.098,0.373,0.0,0.0,0.0,0.0,0.0,0.0
-2.391,0.389,-4.011,-0.101,0.329,0.0,0.0,0.0,0.0,0.0,0.0
-2.39,0.389,-4.008,-0.104,0.242,0.0,0.0,0.0,0.0,0.0,0.0
-2.39,0.389,-4.007,-0.107,0.113,0.0,0.0,0.0,0.0,0.0,0.0
-2.392,0.389,-4.009,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.011,-0.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.009,-0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.005,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.004,-0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.004,-0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.004,-0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.004,-0.13,0.0,0.0,0.0,0.0,3.095,0.0,0.0
-2.401,0.389,-4.004,-0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.004,-0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.004,-0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.004,-0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.004,-0.134,0.197,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.004,-0.135,0.256,0.0,0.0,0.0,0.0,0.0,0.0
-2.405,0.389,-4.004,-0.136,0.291,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.389,-4.004,-0.138,0.319,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.004,-0.139,0.34,0.0,0.0,0.0,0.0,0.0,0.0
-2.405,0.389,-4.004,-0.14,0.353,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.389,-4.006,-0.141,0.364,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.008,-0.142,0.371,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.009,-0.143,0.377,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.009,-0.145,0.383,0.0,0.0,0.0,0.0,0.0,0.0
-2.402,0.389,-4.009,-0.146,0.388,0.0,0.0,0.0,3.087,0.0,0.0
-2.401,0.389,-4.009,-0.147,0.392,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.009,-0.148,0.396,0.0,0.0,0.0,0.0,0.0,0.0
-2.403,0.389,-4.009,-0.149,0.4,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.389,-4.009,-0.15,0.402,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.009,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.009,-0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.009,-0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.016,-0.152,0.398,0.0,0.0,0.0,0.0,0.0,0.0
-2.4,0.389,-4.018,-0.153,0.402,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.153,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.017,-0.154,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.012,-0.155,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.155,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.154,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.153,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.153,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.152,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.152,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.153,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.405,0.389,-4.017,-0.154,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.389,-4.019,-0.154,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.02,-0.155,0.404,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.155,0.406,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.156,0.408,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.02,-0.157,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.389,-4.017,-0.157,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.015,-0.158,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.016,-0.156,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.018,-0.155,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.018,-0.154,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.013,-0.153,0.409,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.01,-0.152,0.411,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.009,-0.152,0.413,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.01,-0.152,0.417,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.013,-0.152,0.419,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.017,-0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.018,-0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.154,0.415,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.154,0.417,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.018,-0.155,0.42,0.0,0.0,0.0,0.0,0.0,0.0
-2.402,0.389,-4.013,-0.154,0.424,0.0,0.0,0.0,0.0,0.0,0.0
-2.403,0.389,-4.014,-0.153,0.425,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.152,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.022,-0.15,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.402,0.389,-4.023,-0.149,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.018,-0.148,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.389,-4.015,-0.147,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.407,0.389,-4.015,-0.146,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.403,0.389,0.0,-0.144,0.427,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.389,0.0,-0.144,0.429,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.015,-0.144,0.432,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.018,-0.145,0.435,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.02,-0.145,0.435,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.019,-0.146,0.437,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.015,-0.146,0.441,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.012,-0.146,0.439,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.012,-0.146,0.439,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.389,-4.009,-0.146,0.441,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.009,-0.146,0.444,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.389,-4.009,-0.146,0.447,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.009,-0.145,0.449,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.009,-0.143,0.449,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.009,-0.142,0.448,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.012,-0.141,0.444,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.016,-0.141,0.804,0.0,0.0,0.0,0.0,0.0,0.0
-2.4,0.389,-4.018,-0.141,1.165,0.0,0.0,0.0,0.0,0.0,0.0
-2.4,0.389,-4.019,-0.141,1.161,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.141,1.158,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.141,1.094,0.0,0.0,0.0,0.0,0.0,0.0
-2.4,0.389,-4.021,-0.141,0.629,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.021,-0.142,0.433,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.142,0.454,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.143,1.151,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.143,1.163,0.0,0.0,0.0,0.0,0.0,0.0
-2.4,0.389,-4.021,-0.143,0.459,0.0,0.0,0.0,0.0,0.0,0.0
-2.4,0.389,0.0,-0.142,0.858,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,0.0,-0.142,1.233,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.141,1.466,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,0.0,-0.141,0.903,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,0.0,-0.141,0.551,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,0.0,-0.141,1.021,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.021,-0.141,1.316,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.019,-0.141,1.357,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.015,-0.141,0.646,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.014,-0.141,0.874,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.018,-0.141,1.534,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.389,-4.02,-0.141,1.776,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.016,-0.141,1.61,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.017,-0.141,1.148,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.019,-0.141,1.63,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.389,-4.021,-0.141,1.886,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.389,-4.021,-0.141,1.888,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.021,-0.141,1.667,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.389,-4.021,-0.141,1.518,0.0,0.0,0.0,0.0,0.0,0.0
-2.397,0.389,-4.021,-0.141,1.518,0.0,0.0,0.0,0.0,0.0,0.0
-2.402,0.389,-4.023,-0.141,1.316,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.388,0.0,-0.141,1.279,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.388,0.0,-0.141,1.767,0.0,0.0,0.0,0.0,0.0,0.0
-2.402,0.388,0.0,-0.141,1.718,0.0,0.0,0.0,0.0,0.0,0.0
-1.523,0.388,0.0,-0.141,1.383,0.0,0.0,0.0,0.0,0.0,0.0
-0.541,0.388,0.0,-0.141,0.651,0.0,0.0,0.0,0.0,0.0,0.0
-0.905,0.388,0.0,-0.141,0.703,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.388,0.0,-0.141,1.168,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,0.0,-0.141,1.411,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,0.0,-0.141,1.521,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,0.0,-0.141,1.521,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,0.0,-0.141,1.523,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.388,0.0,-0.141,1.636,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,0.0,-0.141,1.882,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,0.0,-0.141,1.903,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,0.0,-0.141,1.813,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,0.0,-0.141,1.567,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,0.0,-0.141,1.521,0.0,0.0,0.0,0.0,0.0,0.0
-2.391,0.388,0.0,-0.141,1.586,0.0,0.0,0.0,0.0,0.0,0.0
-2.39,0.388,0.0,-0.141,1.829,0.0,0.0,0.0,0.0,0.0,0.0
-2.394,0.388,0.0,-0.141,1.721,0.0,0.0,0.0,0.0,0.0,0.0
-2.394,0.388,0.0,-0.141,1.393,0.0,0.0,0.0,0.0,0.0,0.0
-2.388,0.388,0.0,-0.141,0.661,0.0,0.0,0.0,0.0,0.0,0.0
-2.379,0.388,0.0,-0.141,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.372,0.388,0.0,-0.141,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.37,0.388,0.0,-0.141,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.367,0.388,0.0,-0.141,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.363,0.388,0.0,-0.141,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.36,0.388,0.0,-0.142,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.36,0.388,0.0,-0.142,0.387,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,0.0,-0.143,0.387,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,0.0,-0.144,0.388,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,0.0,-0.144,0.388,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,0.0,-0.145,0.385,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.016,-0.145,0.382,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.388,-4.019,-0.146,0.381,0.0,0.0,0.0,0.0,0.0,0.0
-2.389,0.388,-4.021,-0.146,0.381,0.0,0.0,0.0,0.0,0.0,0.0
-2.39,0.388,-4.021,-0.146,0.382,0.0,0.0,0.0,0.0,0.0,0.0
-2.387,0.388,-4.018,-0.146,0.384,0.0,0.0,0.0,0.0,0.0,0.0
-2.385,0.388,-4.014,-0.146,0.386,0.0,0.0,0.0,0.0,0.0,0.0
-2.39,0.388,-4.013,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.388,0.0,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.405,0.388,0.0,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.403,0.388,-4.015,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,-4.011,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,-4.012,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.404,0.388,-4.014,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.388,-4.011,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.407,0.388,-4.007,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.406,0.388,-4.009,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.402,0.388,-4.007,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.398,0.388,-4.002,-0.146,0.388,0.0,0.0,0.0,0.0,0.0,0.0
-2.396,0.388,-3.996,-0.146,0.389,0.0,0.0,0.0,0.0,0.0,0.0
-2.401,0.388,-3.991,-0.146,0.389,0.0,0.0,0.0,0.0,0.0,0.0
-2.399,0.388,-3.986,-0.146,0.389,0.0,0.0,0.0,0.0,0.0,0.0
-2.384,0.388,-3.984,-0.146,0.387,0.0,0.0,0.0,0.0,0.0,0.0
-2.342,0.388,-3.987,-0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.267,0.388,-3.996,-0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.004,-0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.007,-0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.009,-0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.009,-0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.013,-0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.015,-0.144,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.017,-0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.022,-0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.029,-0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.388,-4.025,-0.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.227,0.388,-4.02,-0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.24,0.388,-4.02,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.25,0.388,-4.024,-0.15,0.0,0.0,-0.158,0.0,0.0,0.0,0.0
