I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.097,0.09,-0.06,0.043,-0.04,-0.015,0.071,0.058,0.078,-0.027,-0.034,-0.033
0.102,0.095,-0.062,0.044,-0.04,-0.015,0.076,0.056,0.085,-0.03,-0.034,-0.033
0.107,0.1,-0.065,0.047,-0.039,-0.015,0.077,0.063,0.093,-0.03,-0.034,-0.031
0.114,0.105,-0.067,0.049,-0.037,-0.013,0.075,0.071,0.1,-0.03,-0.034,-0.028
0.121,0.11,-0.07,0.049,-0.034,-0.008,0.072,0.077,0.108,-0.03,-0.034,-0.031
0.13,0.115,-0.072,0.049,-0.034,-0.003,0.07,0.082,0.113,-0.03,-0.034,-0.033
0.14,0.12,-0.073,0.049,-0.034,0.0,0.067,0.087,0.116,-0.03,-0.034,-0.033
0.15,0.125,-0.073,0.049,-0.034,0.003,0.068,0.083,0.118,-0.03,-0.034,-0.031
0.156,0.131,-0.072,0.049,-0.034,0.005,0.073,0.078,0.119,-0.03,-0.034,-0.028
0.161,0.138,-0.07,0.052,-0.034,0.008,0.078,0.075,0.119,-0.028,-0.034,-0.028
0.165,0.146,-0.067,0.054,-0.036,0.01,0.075,0.078,0.12,-0.023,-0.034,-0.028
0.167,0.154,-0.065,0.056,-0.039,0.008,0.07,0.08,0.125,-0.018,-0.034,-0.028
0.17,0.161,-0.062,0.056,-0.042,0.005,0.067,0.085,0.13,-0.019,-0.034,-0.028
0.174,0.168,-0.06,0.056,-0.047,0.003,0.069,0.09,0.135,-0.022,-0.034,-0.028
0.179,0.173,-0.057,0.058,-0.052,0.0,0.072,0.092,0.14,-0.024,-0.034,-0.03
0.184,0.178,-0.055,0.06,-0.055,-0.002,0.074,0.087,0.145,-0.027,-0.034,-0.033
0.189,0.183,-0.054,0.063,-0.057,-0.005,0.077,0.082,0.15,-0.029,-0.034,-0.035
0.194,0.188,-0.054,0.065,-0.059,-0.007,0.078,0.084,0.155,-0.03,-0.034,-0.038
0.199,0.193,-0.054,0.068,-0.057,-0.009,0.076,0.089,0.164,-0.03,-0.034,-0.04
0.204,0.198,-0.054,0.069,-0.054,-0.009,0.073,0.094,0.177,-0.03,-0.034,-0.041
0.209,0.203,-0.054,0.069,-0.059,-0.009,0.072,0.097,0.189,-0.03,-0.034,-0.041
0.214,0.208,-0.055,0.069,-0.069,-0.005,0.072,0.099,0.197,-0.03,-0.034,-0.041
0.219,0.213,-0.057,0.069,-0.079,0.0,0.072,0.1,0.204,-0.03,-0.034,-0.041
0.224,0.219,-0.06,0.069,-0.081,0.004,0.072,0.1,0.212,-0.03,-0.034,-0.041
0.229,0.221,-0.058,0.069,-0.084,0.007,0.072,0.1,0.219,-0.03,-0.034,-0.041
0.234,0.224,-0.055,0.069,-0.087,0.009,0.072,0.105,0.226,-0.027,-0.034,-0.041
0.239,0.227,-0.053,0.068,-0.092,0.012,0.072,0.11,0.236,-0.025,-0.034,-0.041
0.244,0.232,-0.05,0.063,-0.097,0.014,0.072,0.115,0.246,-0.017,-0.034,-0.041
0.247,0.237,-0.048,0.058,-0.107,0.018,0.07,0.12,0.257,-0.005,-0.034,-0.041
0.247,0.242,-0.049,0.052,-0.117,0.025,0.067,0.125,0.269,0.008,-0.034,-0.039
0.247,0.247,-0.052,0.044,-0.127,0.033,0.069,0.13,0.282,0.001,-0.034,-0.037
0.253,0.251,-0.054,0.037,-0.137,0.039,0.076,0.135,0.296,-0.006,-0.034,-0.034
0.261,0.251,-0.056,0.027,-0.147,0.044,0.084,0.14,0.311,-0.013,-0.036,-0.037
0.267,0.251,-0.059,0.017,-0.151,0.049,0.087,0.145,0.327,-0.018,-0.039,-0.039
0.272,0.253,-0.06,0.009,-0.153,0.062,0.09,0.15,0.344,-0.023,-0.042,-0.041
0.277,0.255,-0.06,0.004,-0.158,0.074,0.091,0.162,0.362,-0.023,-0.044,-0.041
0.278,0.256,-0.06,-0.001,-0.168,0.089,0.088,0.174,0.374,-0.023,-0.047,-0.041
0.275,0.251,-0.055,-0.004,-0.178,0.107,0.086,0.186,0.384,-0.023,-0.042,-0.041
0.273,0.246,-0.05,-0.006,-0.184,0.125,0.085,0.196,0.395,-0.02,-0.037,-0.041
0.273,0.241,-0.05,-0.011,-0.189,0.145,0.085,0.206,0.409,-0.018,-0.034,-0.04
0.273,0.236,-0.055,-0.018,-0.194,0.165,0.085,0.212,0.424,-0.021,-0.034,-0.037
0.274,0.231,-0.059,-0.026,-0.196,0.177,0.088,0.217,0.442,-0.026,-0.034,-0.035
0.277,0.226,-0.064,-0.033,-0.199,0.18,0.09,0.222,0.462,-0.03,-0.038,-0.032
0.279,0.221,-0.069,-0.041,-0.201,0.182,0.094,0.227,0.482,-0.03,-0.043,-0.03
0.279,0.214,-0.074,-0.048,-0.204,0.196,0.099,0.232,0.497,-0.03,-0.047,-0.027
0.279,0.207,-0.076,-0.053,-0.206,0.211,0.104,0.239,0.512,-0.03,-0.05,-0.025
0.278,0.199,-0.079,-0.058,-0.201,0.225,0.099,0.246,0.526,-0.03,-0.052,-0.022
0.276,0.187,-0.085,-0.055,-0.196,0.238,0.094,0.254,0.538,-0.03,-0.049,-0.023
0.273,0.174,-0.092,-0.05,-0.19,0.25,0.091,0.264,0.551,-0.03,-0.044,-0.026
0.271,0.162,-0.1,-0.045,-0.182,0.259,0.091,0.274,0.563,-0.03,-0.04,-0.028
0.268,0.149,-0.107,-0.037,-0.175,0.266,0.091,0.283,0.576,-0.028,-0.04,-0.031
0.266,0.136,-0.115,-0.03,-0.165,0.271,0.094,0.29,0.587,-0.026,-0.04,-0.034
0.263,0.126,-0.122,-0.019,-0.155,0.269,0.096,0.298,0.594,-0.023,-0.04,-0.031
0.261,0.116,-0.13,-0.007,-0.149,0.266,0.096,0.303,0.602,-0.016,-0.04,-0.026
0.256,0.104,-0.137,0.006,-0.149,0.256,0.091,0.308,0.606,-0.008,-0.04,-0.022
0.251,0.089,-0.147,0.018,-0.149,0.244,0.086,0.312,0.608,-0.001,-0.032,-0.022
0.247,0.074,-0.157,0.031,-0.153,0.23,0.087,0.314,0.611,0.007,-0.025,-0.022
0.244,0.066,-0.167,0.046,-0.158,0.21,0.09,0.317,0.613,0.014,-0.018,-0.018
0.242,0.058,-0.177,0.064,-0.161,0.19,0.091,0.315,0.616,0.017,-0.013,-0.01
0.241,0.051,-0.187,0.081,-0.159,0.17,0.088,0.312,0.612,0.02,-0.008,-0.003
0.241,0.046,-0.195,0.096,-0.156,0.149,0.086,0.311,0.605,0.022,-0.006,0.008
0.241,0.041,-0.202,0.111,-0.152,0.13,0.082,0.311,0.597,0.025,-0.003,0.018
0.238,0.04,-0.208,0.117,-0.147,0.112,0.077,0.311,0.585,0.027,0.001,0.024
0.236,0.04,-0.21,0.112,-0.142,0.094,0.071,0.309,0.572,0.026,0.009,0.027
0.233,0.039,-0.213,0.107,-0.14,0.081,0.064,0.306,0.557,0.023,0.016,0.029
0.231,0.034,-0.213,0.114,-0.137,0.071,0.056,0.302,0.54,0.022,0.019,0.029
0.228,0.029,-0.213,0.121,-0.132,0.061,0.053,0.295,0.522,0.027,0.022,0.029
0.228,0.026,-0.213,0.127,-0.124,0.061,0.053,0.287,0.496,0.032,0.023,0.03
0.228,0.023,-0.213,0.129,-0.117,0.061,0.053,0.275,0.468,0.039,0.023,0.033
0.226,0.021,-0.213,0.132,-0.117,0.058,0.051,0.26,0.439,0.047,0.023,0.035
0.221,0.021,-0.215,0.132,-0.117,0.05,0.048,0.245,0.407,0.053,0.032,0.046
0.216,0.021,-0.217,0.132,-0.119,0.043,0.046,0.233,0.374,0.05,0.042,0.059
0.213,0.019,-0.22,0.133,-0.124,0.037,0.043,0.22,0.342,0.048,0.051,0.069
0.211,0.017,-0.222,0.136,-0.129,0.032,0.041,0.208,0.31,0.044,0.059,0.074
0.209,0.015,-0.225,0.138,-0.127,0.026,0.04,0.195,0.277,0.039,0.066,0.079
0.209,0.015,-0.225,0.139,-0.125,0.019,0.04,0.182,0.245,0.034,0.061,0.075
0.209,0.015,-0.222,0.139,-0.122,0.011,0.041,0.167,0.213,0.026,0.051,0.067
0.207,0.016,-0.22,0.138,-0.12,0.008,0.044,0.152,0.185,0.019,0.041,0.06
0.205,0.018,-0.215,0.136,-0.117,0.006,0.046,0.137,0.16,0.012,0.034,0.052
0.202,0.021,-0.21,0.133,-0.117,0.003,0.045,0.122,0.136,0.007,0.026,0.045
0.2,0.019,-0.206,0.136,-0.117,0.001,0.042,0.107,0.116,0.002,0.022,0.039
0.197,0.016,-0.203,0.141,-0.118,-0.002,0.039,0.099,0.096,-0.003,0.019,0.034
0.196,0.015,-0.201,0.145,-0.12,-0.001,0.034,0.092,0.08,-0.008,0.016,0.029
0.196,0.015,-0.202,0.148,-0.123,0.002,0.029,0.083,0.068,-0.014,0.006,0.021
0.196,0.015,-0.205,0.15,-0.12,0.003,0.031,0.073,0.055,-0.021,-0.004,0.014
0.196,0.012,-0.207,0.15,-0.115,-0.002,0.036,0.063,0.045,-0.029,-0.015,0.003
0.196,0.01,-0.207,0.148,-0.111,-0.007,0.041,0.058,0.035,-0.034,-0.028,-0.009
0.195,0.008,-0.207,0.145,-0.116,-0.011,0.046,0.053,0.026,-0.039,-0.04,-0.022
0.193,0.008,-0.207,0.143,-0.121,-0.013,0.051,0.049,0.019,-0.045,-0.045,-0.024
0.19,0.008,-0.207,0.14,-0.133,-0.015,0.05,0.049,0.011,-0.052,-0.05,-0.027
0.19,0.01,-0.207,0.131,-0.151,-0.012,0.045,0.049,0.012,-0.06,-0.054,-0.028
0.19,0.013,-0.207,0.113,-0.168,-0.01,0.04,0.047,0.015,-0.064,-0.057,-0.028
0.19,0.015,-0.207,0.096,-0.188,-0.012,0.045,0.045,0.014,-0.066,-0.059,-0.028
0.19,0.015,-0.205,0.053,-0.208,-0.017,0.05,0.043,0.007,-0.068,-0.062,-0.035
0.19,0.015,-0.203,0.008,-0.229,-0.02,0.052,0.046,-0.001,-0.065,-0.064,-0.042
0.19,0.013,-0.2,-0.045,-0.252,0.003,0.049,0.048,-0.004,-0.063,-0.067,-0.048
0.19,0.01,-0.198,-0.113,-0.274,0.025,0.047,0.049,-0.007,-0.062,-0.069,-0.051
0.19,0.008,-0.195,-0.18,-0.304,0.074,0.047,0.049,-0.009,-0.062,-0.072,-0.053
0.19,0.005,-0.196,-0.242,-0.334,0.144,0.047,0.049,-0.009,-0.062,-0.074,-0.054
0.19,0.003,-0.201,-0.302,-0.35,0.214,0.047,0.046,-0.009,-0.064,-0.077,-0.054
0.19,0.002,-0.206,-0.357,-0.343,0.297,0.047,0.044,-0.009,-0.067,-0.08,-0.054
0.19,0.002,-0.213,-0.397,-0.335,0.38,0.047,0.044,-0.009,-0.067,-0.085,-0.054
0.19,0.002,-0.221,-0.437,-0.306,0.464,0.047,0.046,-0.009,-0.064,-0.09,-0.054
0.192,0.007,-0.225,-0.436,-0.271,0.55,0.047,0.049,-0.006,-0.062,-0.088,-0.052
0.195,0.012,-0.223,-0.418,-0.239,0.635,0.046,0.051,-0.004,-0.057,-0.083,-0.049
0.195,0.016,-0.22,-0.391,-0.214,0.7,0.044,0.054,-0.003,-0.052,-0.078,-0.047
0.193,0.019,-0.214,-0.321,-0.189,0.762,0.041,0.058,-0.003,-0.05,-0.073,-0.047
0.19,0.021,-0.207,-0.251,-0.174,0.795,0.04,0.063,-0.003,-0.053,-0.068,-0.047
0.19,0.018,-0.2,-0.178,-0.164,0.777,0.04,0.068,0.002,-0.055,-0.064,-0.046
0.19,0.016,-0.195,-0.103,-0.156,0.76,0.04,0.066,0.007,-0.055,-0.062,-0.043
0.19,0.013,-0.19,-0.031,-0.161,0.669,0.04,0.063,0.011,-0.055,-0.06,-0.041
0.19,0.011,-0.192,0.002,-0.166,0.563,0.04,0.063,0.014,-0.055,-0.062,-0.041
0.19,0.008,-0.2,0.034,-0.174,0.459,0.042,0.065,0.016,-0.052,-0.065,-0.041
0.192,0.008,-0.207,0.049,-0.184,0.359,0.044,0.068,0.015,-0.05,-0.066,-0.045
0.194,0.008,-0.212,0.049,-0.194,0.258,0.047,0.068,0.012,-0.022,-0.066,-0.052
0.196,0.009,-0.217,0.049,-0.191,0.201,0.047,0.068,0.01,0.013,-0.066,-0.06
0.196,0.012,-0.221,0.042,-0.189,0.159,0.047,0.067,0.01,0.065,-0.056,-0.06
0.196,0.014,-0.223,0.034,-0.178,0.127,0.046,0.062,0.01,0.172,-0.046,-0.06
0.198,0.015,-0.226,0.031,-0.158,0.134,0.043,0.057,0.01,0.28,-0.012,-0.044
0.2,0.015,-0.221,0.034,-0.138,0.142,0.041,0.055,0.01,0.433,0.05,-0.009
0.203,0.015,-0.216,0.036,-0.125,0.153,0.04,0.055,0.01,0.608,0.113,0.026
0.203,0.015,-0.213,0.046,-0.112,0.165,0.04,0.056,0.01,0.786,0.239,0.108
0.203,0.015,-0.213,0.056,-0.104,0.175,0.04,0.058,0.01,0.986,0.372,0.196
0.203,0.013,-0.213,0.065,-0.104,0.168,0.04,0.061,0.012,1.186,0.515,0.29
0.203,0.01,-0.215,0.072,-0.104,0.16,0.04,0.062,0.014,1.366,0.678,0.395
0.203,0.008,-0.218,0.08,-0.1,0.142,0.042,0.062,0.017,1.532,0.841,0.501
0.203,0.008,-0.22,0.087,-0.095,0.117,0.045,0.062,0.017,1.695,0.972,0.592
0.203,0.008,-0.223,0.095,-0.09,0.092,0.046,0.059,0.017,1.752,1.094,0.679
0.203,0.008,-0.225,0.101,-0.082,0.072,0.044,0.057,0.016,1.81,1.197,0.757
0.203,0.008,-0.227,0.104,-0.075,0.052,0.041,0.055,0.013,1.794,1.242,0.804
0.203,0.008,-0.23,0.106,-0.076,0.037,0.039,0.055,0.011,1.697,1.287,0.852
0.203,0.008,-0.232,0.105,-0.081,0.027,0.036,0.055,0.012,1.599,1.21,0.81
0.203,0.008,-0.232,0.103,-0.085,0.017,0.034,0.055,0.015,0.959,1.085,0.732
0.203,0.008,-0.232,0.101,-0.082,0.009,0.037,0.055,0.017,0.271,0.931,0.643
0.203,0.008,-0.232,0.103,-0.08,0.002,0.039,0.055,0.02,-0.197,0.635,0.5
0.203,0.008,-0.232,0.106,-0.077,-0.003,0.043,0.055,0.022,-0.287,0.339,0.358
0.204,0.008,-0.232,0.105,-0.075,-0.003,0.048,0.055,0.021,-0.377,0.149,0.246
0.207,0.008,-0.235,0.103,-0.072,-0.003,0.053,0.055,0.019,-0.398,0.024,0.153
0.21,0.008,-0.237,0.101,-0.075,0.0,0.056,0.055,0.017,-0.403,-0.093,0.066
0.215,0.008,-0.241,0.101,-0.077,0.002,0.058,0.056,0.02,-0.391,-0.118,0.041
0.22,0.008,-0.245,0.101,-0.079,0.002,0.058,0.059,0.022,-0.334,-0.144,0.016
0.225,0.008,-0.25,0.103,-0.079,-0.003,0.056,0.061,0.023,-0.276,-0.146,0.007
0.23,0.008,-0.255,0.108,-0.079,-0.008,0.053,0.064,0.023,-0.227,-0.128,0.012
0.235,0.009,-0.26,0.113,-0.076,-0.009,0.051,0.066,0.023,-0.182,-0.111,0.017
0.235,0.012,-0.264,0.111,-0.074,-0.009,0.048,0.068,0.023,-0.141,-0.088,0.022
0.235,0.014,-0.264,0.108,-0.07,-0.009,0.047,0.068,0.023,-0.119,-0.066,0.027
0.237,0.012,-0.264,0.107,-0.062,-0.009,0.047,0.068,0.023,-0.096,-0.051,0.026
0.242,0.01,-0.266,0.107,-0.055,-0.009,0.047,0.07,0.023,-0.077,-0.046,0.019
0.247,0.007,-0.268,0.107,-0.055,-0.009,0.047,0.072,0.023,-0.059,-0.041,0.011
0.25,0.005,-0.271,0.102,-0.058,-0.009,0.047,0.075,0.023,-0.042,-0.043,0.004
0.252,0.002,-0.276,0.097,-0.059,-0.009,0.047,0.075,0.023,-0.032,-0.045,-0.004
0.256,0.0,-0.281,0.094,-0.056,-0.012,0.047,0.075,0.023,-0.022,-0.046,-0.011
0.261,-0.003,-0.287,0.094,-0.054,-0.014,0.047,0.073,0.023,-0.018,-0.043,-0.016
0.266,-0.004,-0.295,0.094,-0.046,-0.015,0.048,0.071,0.023,-0.021,-0.041,-0.021
0.268,-0.001,-0.302,0.088,-0.036,-0.015,0.051,0.068,0.023,-0.023,-0.04,-0.024
0.271,0.001,-0.302,0.081,-0.026,-0.015,0.053,0.068,0.023,-0.021,-0.04,-0.026
0.272,0.0,-0.302,0.07,-0.011,-0.015,0.056,0.068,0.022,-0.019,-0.04,-0.028
0.27,-0.002,-0.303,0.053,0.004,-0.015,0.058,0.069,0.02,-0.015,-0.04,-0.028
0.267,-0.005,-0.306,0.035,0.022,-0.012,0.06,0.072,0.017,-0.01,-0.04,-0.028
0.268,-0.007,-0.308,0.012,0.042,-0.007,0.06,0.074,0.015,-0.005,-0.039,-0.026
0.271,-0.01,-0.311,-0.013,0.062,-0.002,0.06,0.077,0.012,-0.004,-0.036,-0.024
0.273,-0.008,-0.313,-0.039,0.079,0.005,0.062,0.079,0.01,-0.004,-0.034,-0.022
0.276,-0.003,-0.316,-0.069,0.097,0.013,0.064,0.08,0.01,-0.003,-0.037,-0.022
0.278,0.002,-0.318,-0.099,0.108,0.02,0.067,0.078,0.01,0.002,-0.039,-0.022
0.279,0.002,-0.321,-0.123,0.11,0.028,0.069,0.075,0.009,0.007,-0.042,-0.022
0.279,0.002,-0.32,-0.143,0.113,0.035,0.072,0.073,0.006,0.01,-0.044,-0.022
0.279,0.001,-0.317,-0.162,0.113,0.043,0.072,0.07,0.004,0.013,-0.047,-0.022
0.282,-0.002,-0.316,-0.167,0.113,0.05,0.072,0.068,0.004,0.015,-0.044,-0.022
0.284,-0.004,-0.318,-0.172,0.114,0.058,0.072,0.068,0.004,0.018,-0.042,-0.022
0.288,-0.005,-0.321,-0.173,0.119,0.065,0.072,0.068,0.004,0.02,-0.039,-0.022
0.293,-0.005,-0.327,-0.17,0.124,0.073,0.072,0.068,0.004,0.021,-0.037,-0.022
0.298,-0.005,-0.337,-0.168,0.122,0.072,0.072,0.068,0.004,0.021,-0.034,-0.022
0.303,-0.005,-0.347,-0.168,0.117,0.069,0.072,0.068,0.006,0.022,-0.032,-0.019
0.308,-0.005,-0.35,-0.168,0.112,0.067,0.072,0.068,0.009,0.027,-0.029,-0.017
0.313,-0.005,-0.352,-0.166,0.11,0.064,0.072,0.068,0.01,0.032,-0.026,-0.015
0.318,-0.005,-0.356,-0.164,0.107,0.062,0.072,0.068,0.01,0.037,-0.024,-0.015
0.323,-0.004,-0.361,-0.161,0.11,0.063,0.072,0.068,0.01,0.042,-0.021,-0.015
0.328,-0.001,-0.366,-0.159,0.115,0.066,0.072,0.068,0.006,0.047,-0.019,-0.018
0.333,0.001,-0.364,-0.156,0.119,0.068,0.072,0.068,0.001,0.049,-0.016,-0.02
0.336,0.006,-0.362,-0.156,0.122,0.068,0.072,0.068,-0.004,0.052,-0.015,-0.021
0.334,0.011,-0.358,-0.158,0.124,0.068,0.072,0.067,-0.009,0.053,-0.015,-0.018
0.331,0.013,-0.353,-0.161,0.121,0.068,0.072,0.065,-0.014,0.053,-0.015,-0.016
0.329,0.008,-0.348,-0.163,0.114,0.068,0.072,0.062,-0.015,0.053,-0.013,-0.011
0.326,0.003,-0.345,-0.166,0.106,0.068,0.072,0.06,-0.015,0.06,-0.01,-0.006
0.324,0.0,-0.343,-0.167,0.109,0.068,0.072,0.057,-0.015,0.067,-0.008,-0.003
0.324,-0.002,-0.341,-0.164,0.111,0.068,0.072,0.056,-0.015,0.073,-0.008,-0.003
0.324,-0.005,-0.341,-0.162,0.115,0.065,0.072,0.059,-0.015,0.076,-0.008,-0.003
0.323,-0.005,-0.341,-0.158,0.12,0.06,0.072,0.061,-0.015,0.078,-0.01,-0.004
0.32,-0.005,-0.341,-0.153,0.125,0.055,0.072,0.064,-0.015,0.081,-0.013,-0.007
0.318,-0.003,-0.341,-0.148,0.123,0.058,0.072,0.066,-0.015,0.083,-0.014,-0.008
0.313,0.0,-0.341,-0.148,0.121,0.06,0.072,0.068,-0.018,0.087,-0.009,-0.006
0.308,0.001,-0.341,-0.148,0.118,0.06,0.072,0.068,-0.02,0.097,-0.004,-0.003
0.304,-0.004,-0.341,-0.144,0.113,0.057,0.072,0.068,-0.021,0.107,-0.001,-0.003
0.301,-0.009,-0.34,-0.136,0.108,0.055,0.072,0.066,-0.018,0.114,0.002,-0.003
0.299,-0.014,-0.337,-0.129,0.108,0.047,0.074,0.064,-0.016,0.119,0.004,-0.002
0.3,-0.019,-0.335,-0.127,0.111,0.04,0.077,0.061,-0.017,0.124,0.007,0.0
0.303,-0.024,-0.33,-0.124,0.111,0.035,0.078,0.059,-0.02,0.126,0.01,0.003
0.303,-0.021,-0.325,-0.122,0.104,0.032,0.076,0.056,-0.022,0.129,0.012,0.004
0.295,-0.019,-0.321,-0.119,0.096,0.03,0.073,0.057,-0.022,0.134,0.015,0.004
0.288,-0.015,-0.318,-0.117,0.095,0.032,0.072,0.059,-0.022,0.142,0.017,0.004
0.28,-0.01,-0.316,-0.114,0.098,0.034,0.072,0.062,-0.018,0.149,0.02,0.006
0.273,-0.005,-0.309,-0.112,0.1,0.034,0.073,0.057,-0.013,0.154,0.022,0.009
0.266,0.002,-0.302,-0.112,0.097,0.029,0.075,0.052,-0.009,0.159,0.023,0.01
0.261,0.01,-0.295,-0.117,0.095,0.024,0.078,0.048,-0.009,0.162,0.023,0.01
0.256,0.018,-0.287,-0.122,0.088,0.027,0.079,0.045,-0.009,0.162,0.023,0.01
0.254,0.028,-0.28,-0.121,0.078,0.032,0.079,0.043,-0.01,0.162,0.026,0.008
0.254,0.038,-0.274,-0.118,0.068,0.036,0.079,0.047,-0.013,0.173,0.028,0.006
0.254,0.046,-0.269,-0.118,0.066,0.036,0.076,0.052,-0.015,0.186,0.032,0.005
0.251,0.054,-0.263,-0.123,0.063,0.036,0.074,0.055,-0.013,0.199,0.04,0.007
0.249,0.063,-0.251,-0.128,0.064,0.038,0.072,0.055,-0.01,0.214,0.047,0.01
0.245,0.075,-0.238,-0.129,0.069,0.04,0.072,0.055,-0.01,0.229,0.053,0.014
0.24,0.088,-0.227,-0.129,0.074,0.045,0.072,0.051,-0.013,0.242,0.058,0.019
0.235,0.099,-0.217,-0.13,0.07,0.057,0.072,0.046,-0.015,0.255,0.062,0.024
0.235,0.109,-0.207,-0.132,0.065,0.07,0.072,0.043,-0.013,0.267,0.065,0.029
0.235,0.119,-0.19,-0.135,0.061,0.074,0.071,0.043,-0.011,0.277,0.067,0.034
0.233,0.129,-0.173,-0.136,0.058,0.074,0.066,0.043,-0.008,0.287,0.075,0.039
0.228,0.139,-0.156,-0.136,0.056,0.075,0.061,0.041,-0.006,0.3,0.085,0.044
0.223,0.152,-0.138,-0.135,0.053,0.08,0.061,0.038,-0.003,0.315,0.095,0.049
0.218,0.167,-0.121,-0.13,0.051,0.085,0.064,0.037,0.001,0.331,0.102,0.054
0.213,0.182,-0.111,-0.125,0.048,0.088,0.065,0.042,0.006,0.348,0.11,0.059
0.21,0.192,-0.104,-0.124,0.046,0.091,0.063,0.047,0.012,0.366,0.117,0.064
0.212,0.202,-0.096,-0.127,0.043,0.093,0.06,0.049,0.022,0.383,0.125,0.069
0.215,0.206,-0.086,-0.129,0.041,0.091,0.056,0.049,0.032,0.401,0.133,0.074
0.219,0.206,-0.076,-0.129,0.038,0.088,0.051,0.049,0.042,0.419,0.143,0.079
0.224,0.206,-0.064,-0.129,0.036,0.088,0.047,0.049,0.052,0.439,0.153,0.084
0.228,0.188,-0.052,-0.128,0.039,0.091,0.049,0.049,0.062,0.459,0.161,0.092
0.223,0.171,-0.041,-0.125,0.041,0.093,0.052,0.049,0.064,0.477,0.169,0.102
0.218,0.151,-0.038,-0.123,0.043,0.096,0.049,0.049,0.067,0.495,0.176,0.112
0.21,0.128,-0.036,-0.118,0.043,0.098,0.042,0.049,0.066,0.512,0.186,0.115
0.2,0.106,-0.04,-0.113,0.043,0.099,0.034,0.049,0.064,0.527,0.196,0.117
0.19,0.083,-0.05,-0.108,0.04,0.096,0.022,0.049,0.061,0.542,0.208,0.122
0.19,0.06,-0.06,-0.103,0.038,0.094,0.009,0.046,0.066,0.557,0.22,0.129
0.19,0.039,-0.07,-0.098,0.036,0.089,-0.002,0.038,0.071,0.572,0.233,0.137
0.187,0.019,-0.08,-0.088,0.036,0.084,-0.012,0.031,0.077,0.587,0.241,0.142
0.179,-0.001,-0.093,-0.078,0.036,0.079,-0.022,0.023,0.085,0.602,0.248,0.147
0.172,-0.019,-0.11,-0.07,0.038,0.074,-0.036,0.016,0.092,0.617,0.254,0.152
0.166,-0.037,-0.127,-0.065,0.041,0.069,-0.051,0.01,0.093,0.629,0.257,0.154
0.161,-0.051,-0.134,-0.06,0.043,0.062,-0.062,0.007,0.093,0.634,0.259,0.157
0.153,-0.059,-0.139,-0.055,0.046,0.054,-0.062,0.005,0.091,0.639,0.264,0.157
0.135,-0.066,-0.142,-0.05,0.048,0.047,-0.062,-0.003,0.084,0.642,0.269,0.157
0.118,-0.072,-0.137,-0.045,0.049,0.042,-0.062,-0.013,0.076,0.645,0.274,0.159
0.099,-0.077,-0.132,-0.04,0.049,0.037,-0.062,-0.023,0.07,0.648,0.279,0.166
0.079,-0.082,-0.134,-0.035,0.05,0.03,-0.059,-0.03,0.065,0.656,0.284,0.174
0.061,-0.087,-0.139,-0.028,0.055,0.023,-0.047,-0.038,0.06,0.663,0.289,0.178
0.056,-0.092,-0.143,-0.021,0.06,0.015,-0.034,-0.039,0.053,0.666,0.294,0.18
0.051,-0.096,-0.146,-0.014,0.06,0.008,-0.025,-0.036,0.045,0.666,0.298,0.183
0.045,-0.098,-0.148,-0.011,0.058,0.0,-0.018,-0.033,0.036,0.666,0.298,0.183
0.037,-0.1,-0.146,-0.009,0.055,-0.006,-0.01,-0.028,0.026,0.663,0.298,0.183
0.03,-0.1,-0.141,-0.008,0.053,-0.011,-0.003,-0.023,0.017,0.661,0.301,0.181
0.02,-0.1,-0.137,-0.008,0.05,-0.016,0.005,-0.017,0.014,0.649,0.306,0.179
0.01,-0.103,-0.132,-0.008,0.053,-0.024,0.012,-0.009,0.012,0.632,0.31,0.176
0.002,-0.108,-0.127,-0.003,0.06,-0.031,0.02,-0.002,0.007,0.614,0.303,0.179
-0.003,-0.113,-0.122,0.002,0.068,-0.034,0.027,-0.005,-0.001,0.589,0.295,0.181
-0.008,-0.116,-0.117,0.006,0.068,-0.034,0.025,-0.007,-0.008,0.564,0.288,0.181
-0.013,-0.118,-0.112,0.009,0.068,-0.034,0.023,-0.008,-0.014,0.537,0.28,0.179
-0.018,-0.118,-0.107,0.011,0.067,-0.037,0.022,-0.008,-0.018,0.507,0.273,0.176
-0.023,-0.116,-0.102,0.009,0.065,-0.039,0.025,-0.008,-0.023,0.477,0.255,0.169
-0.031,-0.113,-0.097,0.006,0.062,-0.043,0.027,-0.006,-0.025,0.444,0.238,0.161
-0.038,-0.111,-0.095,0.007,0.06,-0.048,0.028,-0.004,-0.028,0.412,0.22,0.152
-0.044,-0.108,-0.093,0.012,0.057,-0.053,0.028,-0.002,-0.032,0.379,0.203,0.139
-0.049,-0.108,-0.088,0.017,0.056,-0.056,0.028,-0.002,-0.037,0.343,0.185,0.127
-0.053,-0.11,-0.083,0.013,0.059,-0.058,0.028,-0.002,-0.042,0.308,0.168,0.114
-0.056,-0.113,-0.078,0.008,0.061,-0.058,0.028,-0.002,-0.047,0.271,0.15,0.102
-0.058,-0.115,-0.07,0.005,0.06,-0.053,0.028,-0.002,-0.052,0.234,0.132,0.091
-0.064,-0.118,-0.063,0.005,0.057,-0.048,0.028,-0.001,-0.054,0.202,0.112,0.083
