I,II,III,aVR,aVF,aVL,V1,V2,V3,V4,V5,V6
-0.035,0.07,0.09,-0.02,0.075,-0.055,0.15,0.32,0.52,0.37,0.13,0.06
-0.035,0.08,0.1,-0.025,0.085,-0.06,0.15,0.335,0.54,0.39,0.14,0.08
-0.035,0.085,0.105,-0.025,0.09,-0.065,0.155,0.35,0.56,0.415,0.155,0.095
-0.03,0.1,0.115,-0.035,0.105,-0.065,0.15,0.355,0.585,0.43,0.16,0.1
-0.025,0.11,0.12,-0.045,0.11,-0.065,0.155,0.37,0.61,0.45,0.16,0.1
-0.015,0.12,0.12,-0.055,0.115,-0.06,0.155,0.38,0.63,0.46,0.17,0.095
-0.015,0.125,0.125,-0.055,0.12,-0.065,0.16,0.4,0.65,0.48,0.18,0.09
-0.015,0.13,0.13,-0.06,0.125,-0.065,0.16,0.415,0.68,0.51,0.195,0.09
-0.015,0.14,0.14,-0.065,0.14,-0.075,0.17,0.42,0.705,0.53,0.21,0.1
-0.015,0.15,0.15,-0.07,0.14,-0.075,0.175,0.43,0.73,0.55,0.215,0.12
-0.015,0.16,0.16,-0.075,0.155,-0.08,0.18,0.44,0.75,0.555,0.23,0.135
-0.015,0.165,0.165,-0.075,0.16,-0.085,0.18,0.46,0.77,0.57,0.24,0.135
-0.015,0.17,0.17,-0.08,0.165,-0.085,0.19,0.475,0.79,0.595,0.26,0.13
-0.015,0.18,0.18,-0.085,0.175,-0.09,0.195,0.49,0.81,0.615,0.275,0.13
-0.01,0.19,0.185,-0.09,0.185,-0.09,0.2,0.495,0.825,0.63,0.285,0.135
-0.005,0.2,0.19,-0.1,0.19,-0.09,0.2,0.5,0.84,0.64,0.295,0.14
0.005,0.205,0.185,-0.105,0.19,-0.085,0.195,0.51,0.85,0.655,0.31,0.15
0.005,0.205,0.185,-0.105,0.19,-0.085,0.195,0.515,0.865,0.67,0.315,0.16
0.005,0.21,0.19,-0.11,0.195,-0.085,0.195,0.52,0.87,0.675,0.315,0.175
0.005,0.22,0.2,-0.115,0.205,-0.09,0.2,0.52,0.87,0.675,0.31,0.18
0.005,0.225,0.205,-0.115,0.21,-0.095,0.2,0.52,0.88,0.675,0.31,0.18
0.005,0.23,0.21,-0.12,0.215,-0.095,0.21,0.52,0.885,0.68,0.32,0.19
0.015,0.24,0.21,-0.13,0.22,-0.09,0.21,0.52,0.89,0.695,0.335,0.19
0.02,0.245,0.21,-0.135,0.22,-0.09,0.21,0.53,0.89,0.7,0.34,0.195
0.025,0.25,0.21,-0.14,0.225,-0.085,0.2,0.53,0.89,0.7,0.34,0.195
0.025,0.245,0.205,-0.135,0.22,-0.085,0.21,0.535,0.89,0.71,0.355,0.2
0.025,0.245,0.205,-0.135,0.22,-0.085,0.21,0.53,0.89,0.71,0.36,0.2
0.025,0.25,0.21,-0.14,0.225,-0.085,0.2,0.52,0.885,0.715,0.37,0.21
0.025,0.265,0.225,-0.14,0.24,-0.095,0.195,0.51,0.88,0.715,0.36,0.21
0.02,0.27,0.235,-0.14,0.245,-0.1,0.19,0.5,0.865,0.715,0.36,0.21
0.025,0.265,0.225,-0.14,0.24,-0.095,0.19,0.495,0.85,0.7,0.37,0.2
0.025,0.265,0.225,-0.14,0.24,-0.095,0.18,0.48,0.83,0.68,0.37,0.2
0.035,0.265,0.215,-0.15,0.235,-0.085,0.175,0.46,0.81,0.67,0.36,0.195
0.025,0.265,0.225,-0.14,0.24,-0.095,0.16,0.44,0.785,0.65,0.35,0.195
0.025,0.26,0.22,-0.14,0.235,-0.09,0.15,0.415,0.75,0.62,0.335,0.19
0.025,0.245,0.205,-0.135,0.22,-0.085,0.135,0.39,0.705,0.59,0.33,0.19
0.02,0.24,0.205,-0.13,0.215,-0.085,0.13,0.355,0.66,0.56,0.32,0.18
0.005,0.23,0.21,-0.12,0.215,-0.095,0.12,0.33,0.61,0.535,0.315,0.18
-0.01,0.23,0.225,-0.11,0.225,-0.11,0.115,0.3,0.565,0.5,0.295,0.175
-0.015,0.22,0.22,-0.105,0.215,-0.11,0.1,0.275,0.525,0.46,0.27,0.16
-0.025,0.2,0.21,-0.09,0.2,-0.11,0.09,0.25,0.465,0.415,0.235,0.15
-0.03,0.18,0.195,-0.075,0.185,-0.105,0.08,0.215,0.405,0.37,0.21,0.13
-0.035,0.165,0.185,-0.065,0.17,-0.105,0.08,0.19,0.35,0.32,0.19,0.115
-0.035,0.16,0.18,-0.065,0.165,-0.1,0.075,0.16,0.31,0.28,0.175,0.1
-0.045,0.14,0.175,-0.05,0.155,-0.105,0.06,0.14,0.27,0.25,0.16,0.095
-0.045,0.13,0.16,-0.045,0.14,-0.095,0.05,0.12,0.23,0.215,0.15,0.09
-0.045,0.12,0.15,-0.04,0.13,-0.09,0.04,0.11,0.2,0.19,0.13,0.065
-0.035,0.105,0.125,-0.035,0.11,-0.075,0.04,0.095,0.17,0.16,0.11,0.045
-0.035,0.1,0.12,-0.035,0.105,-0.07,0.035,0.08,0.15,0.135,0.09,0.025
-0.045,0.085,0.115,-0.02,0.095,-0.075,0.035,0.07,0.125,0.115,0.08,0.02
-0.045,0.08,0.11,-0.02,0.09,-0.07,0.035,0.055,0.1,0.09,0.075,0.02
-0.05,0.065,0.1,-0.01,0.08,-0.07,0.035,0.05,0.075,0.08,0.07,0.02
-0.05,0.06,0.095,-0.01,0.075,-0.065,0.035,0.04,0.06,0.065,0.055,0.01
-0.055,0.05,0.09,0.0,0.065,-0.065,0.03,0.035,0.05,0.05,0.05,0.005
-0.055,0.05,0.09,0.0,0.065,-0.065,0.035,0.03,0.035,0.045,0.04,0.0
-0.055,0.045,0.085,0.0,0.06,-0.065,0.03,0.02,0.03,0.04,0.03,0.0
-0.055,0.045,0.085,0.0,0.06,-0.065,0.03,0.02,0.03,0.03,0.025,-0.01
-0.055,0.04,0.08,0.005,0.055,-0.06,0.02,0.02,0.03,0.025,0.02,-0.015
-0.055,0.04,0.08,0.005,0.055,-0.06,0.02,0.02,0.02,0.01,0.01,-0.015
-0.055,0.03,0.07,0.01,0.045,-0.055,0.015,0.015,0.015,0.005,0.005,-0.015
-0.055,0.03,0.07,0.01,0.045,-0.055,0.015,0.01,0.0,0.005,0.0,-0.015
-0.055,0.02,0.06,0.015,0.035,-0.05,0.015,0.01,0.0,0.005,0.005,-0.015
-0.05,0.02,0.055,0.01,0.035,-0.045,0.02,0.01,0.0,0.005,0.005,-0.015
-0.045,0.02,0.05,0.01,0.03,-0.04,0.015,0.015,0.01,0.0,0.005,-0.015
-0.045,0.03,0.06,0.005,0.04,-0.045,0.01,0.015,0.01,-0.01,0.0,-0.02
-0.05,0.02,0.055,0.01,0.035,-0.045,0.01,0.02,0.01,-0.01,0.005,-0.02
-0.065,0.02,0.07,0.02,0.04,-0.06,0.015,0.015,0.0,-0.01,0.005,-0.015
-0.07,0.015,0.07,0.025,0.04,-0.06,0.02,0.015,0.0,0.0,0.005,-0.01
-0.07,0.015,0.07,0.025,0.04,-0.06,0.02,0.01,0.0,-0.01,0.0,-0.01
-0.065,0.01,0.06,0.025,0.03,-0.055,0.015,0.015,0.01,-0.015,0.0,-0.01
-0.055,0.01,0.05,0.02,0.025,-0.045,0.01,0.015,0.01,-0.02,0.0,-0.01
-0.055,0.01,0.05,0.02,0.025,-0.045,0.0,0.015,0.01,-0.02,0.0,-0.01
-0.055,0.01,0.05,0.02,0.025,-0.045,0.0,0.01,0.01,-0.02,0.0,-0.02
-0.055,0.01,0.05,0.02,0.025,-0.045,0.0,0.01,0.01,-0.02,0.0,-0.03
-0.055,0.015,0.055,0.015,0.03,-0.045,0.01,0.01,0.01,-0.02,-0.01,-0.03
-0.065,0.015,0.065,0.02,0.035,-0.055,0.01,0.01,0.01,-0.02,-0.01,-0.02
-0.07,0.02,0.075,0.02,0.045,-0.065,0.01,0.0,0.01,-0.02,-0.01,-0.02
-0.075,0.02,0.08,0.025,0.045,-0.07,0.0,0.0,0.01,-0.02,0.0,-0.02
-0.07,0.03,0.085,0.015,0.055,-0.07,0.0,0.01,0.01,-0.02,0.0,-0.02
-0.065,0.03,0.08,0.015,0.05,-0.065,0.0,0.015,0.01,-0.02,0.0,-0.02
-0.055,0.03,0.07,0.01,0.045,-0.055,0.01,0.015,0.01,-0.02,-0.01,-0.02
-0.065,0.03,0.08,0.015,0.05,-0.065,0.015,0.015,0.01,-0.02,-0.015,-0.015
-0.065,0.03,0.08,0.015,0.05,-0.065,0.015,0.015,0.01,-0.02,-0.02,-0.015
-0.065,0.02,0.07,0.02,0.04,-0.06,0.01,0.02,0.01,-0.03,-0.015,-0.02
-0.055,0.02,0.06,0.015,0.035,-0.05,0.0,0.015,0.0,-0.035,-0.015,-0.035
-0.055,0.02,0.06,0.015,0.035,-0.05,0.0,0.015,0.0,-0.035,-0.015,-0.035
-0.055,0.02,0.06,0.015,0.035,-0.05,0.0,0.015,0.01,-0.03,-0.015,-0.02
-0.055,0.02,0.06,0.015,0.035,-0.05,0.0,0.015,0.015,-0.02,-0.015,-0.015
-0.055,0.015,0.055,0.015,0.03,-0.045,0.01,0.015,0.015,-0.03,-0.015,-0.02
-0.055,0.015,0.055,0.015,0.03,-0.045,0.01,0.01,0.01,-0.03,-0.02,-0.035
-0.055,0.01,0.05,0.02,0.025,-0.045,0.01,0.01,0.01,-0.035,-0.03,-0.05
-0.055,0.01,0.05,0.02,0.025,-0.045,0.0,0.01,0.01,-0.03,-0.02,-0.05
-0.05,0.015,0.05,0.015,0.03,-0.04,0.0,0.01,0.0,-0.035,-0.02,-0.05
-0.045,0.02,0.05,0.01,0.03,-0.04,0.0,0.01,-0.005,-0.035,-0.02,-0.035
-0.035,0.02,0.04,0.005,0.025,-0.03,0.01,0.01,-0.005,-0.035,-0.03,-0.03
-0.035,0.02,0.04,0.005,0.025,-0.03,0.015,0.015,-0.005,-0.03,-0.03,-0.03
-0.035,0.02,0.04,0.005,0.025,-0.03,0.015,0.02,-0.005,-0.02,-0.03,-0.035
-0.035,0.02,0.04,0.005,0.025,-0.03,0.015,0.015,-0.005,-0.02,-0.035,-0.035
-0.035,0.015,0.035,0.005,0.02,-0.025,0.01,0.015,-0.005,-0.03,-0.04,-0.03
-0.035,0.01,0.03,0.01,0.015,-0.025,0.01,0.015,0.0,-0.03,-0.035,-0.02
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,0.015,-0.005,-0.03,-0.035,-0.03
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,0.01,-0.005,-0.03,-0.035,-0.035
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,0.0,-0.01,-0.035,-0.04,-0.04
-0.03,0.01,0.025,0.005,0.015,-0.02,0.0,-0.01,-0.01,-0.04,-0.04,-0.04
-0.03,0.01,0.025,0.005,0.015,-0.02,0.0,-0.01,-0.01,-0.035,-0.035,-0.04
-0.03,0.01,0.025,0.005,0.015,-0.02,0.0,0.0,-0.01,-0.03,-0.03,-0.05
-0.035,0.01,0.03,0.01,0.015,-0.025,0.01,0.01,-0.01,-0.03,-0.03,-0.05
-0.035,0.01,0.03,0.01,0.015,-0.025,0.01,0.0,-0.01,-0.03,-0.035,-0.05
-0.035,0.01,0.03,0.01,0.015,-0.025,0.01,-0.01,-0.02,-0.035,-0.04,-0.035
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.01,-0.025,-0.035,-0.04,-0.03
-0.035,0.015,0.035,0.005,0.02,-0.025,0.0,0.0,-0.025,-0.035,-0.04,-0.03
-0.035,0.015,0.035,0.005,0.02,-0.025,-0.005,0.0,-0.02,-0.035,-0.04,-0.04
-0.035,0.015,0.035,0.005,0.02,-0.025,-0.005,-0.01,-0.02,-0.035,-0.05,-0.055
-0.035,0.01,0.03,0.01,0.015,-0.025,-0.005,-0.015,-0.025,-0.04,-0.055,-0.06
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.02,-0.03,-0.04,-0.06,-0.06
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.02,-0.025,-0.04,-0.06,-0.055
-0.035,0.01,0.03,0.01,0.015,-0.025,0.0,-0.015,-0.025,-0.04,-0.06,-0.04
-0.035,0.01,0.03,0.01,0.015,-0.025,-0.005,-0.015,-0.025,-0.04,-0.06,-0.035
-0.035,0.01,0.03,0.01,0.015,-0.025,-0.01,-0.015,-0.03,-0.05,-0.07,-0.035
-0.035,0.01,0.03,0.01,0.015,-0.025,-0.02,-0.03,-0.04,-0.05,-0.07,-0.05
-0.045,0.0,0.03,0.02,0.01,-0.03,-0.01,-0.03,-0.04,-0.05,-0.07,-0.05
-0.045,-0.005,0.025,0.02,0.005,-0.025,-0.01,-0.03,-0.04,-0.035,-0.07,-0.05
-0.05,-0.01,0.025,0.025,0.005,-0.03,-0.005,-0.02,-0.03,-0.03,-0.07,-0.05
-0.045,-0.005,0.025,0.02,0.005,-0.025,-0.01,-0.02,-0.03,-0.03,-0.07,-0.055
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.005,-0.02,-0.03,-0.04,-0.06,-0.06
-0.03,-0.005,0.01,0.015,0.0,-0.01,-0.005,-0.015,-0.03,-0.055,-0.06,-0.055
-0.03,-0.01,0.005,0.015,-0.005,-0.01,-0.005,-0.02,-0.03,-0.06,-0.06,-0.05
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.01,-0.02,-0.03,-0.055,-0.06,-0.05
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.02,-0.03,-0.03,-0.05,-0.06,-0.055
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.01,-0.02,-0.03,-0.04,-0.07,-0.06
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.01,-0.02,-0.03,-0.04,-0.07,-0.06
-0.045,-0.01,0.02,0.025,0.0,-0.025,-0.01,-0.02,-0.03,-0.04,-0.075,-0.055
-0.045,-0.01,0.02,0.025,0.0,-0.025,-0.02,-0.02,-0.04,-0.04,-0.075,-0.055
-0.045,-0.01,0.02,0.025,0.0,-0.025,-0.02,-0.02,-0.045,-0.05,-0.08,-0.055
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.02,-0.03,-0.05,-0.055,-0.09,-0.06
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.02,-0.035,-0.05,-0.06,-0.09,-0.06
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.02,-0.04,-0.05,-0.06,-0.09,-0.07
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.02,-0.04,-0.05,-0.06,-0.09,-0.07
-0.03,-0.01,0.005,0.015,-0.005,-0.01,-0.02,-0.04,-0.05,-0.055,-0.095,-0.07
-0.025,-0.01,0.0,0.015,-0.01,-0.005,-0.02,-0.035,-0.05,-0.055,-0.095,-0.06
-0.025,0.0,0.01,0.01,0.0,-0.01,-0.02,-0.02,-0.005,0.0,-0.11,-0.075
-0.035,-0.015,0.005,0.02,-0.01,-0.01,-0.005,-0.025,-0.05,-0.045,-0.09,-0.065
-0.055,-0.015,0.025,0.03,0.0,-0.03,-0.005,-0.025,-0.05,-0.045,-0.09,-0.045
-0.035,-0.015,0.005,0.02,-0.01,-0.01,-0.01,-0.025,-0.05,-0.045,-0.09,-0.045
-0.035,-0.015,0.005,0.02,-0.01,-0.01,-0.05,-0.025,-0.055,-0.03,-0.09,-0.05
-0.035,0.0,0.02,0.015,0.005,-0.02,-0.05,-0.045,-0.075,-0.07,-0.09,-0.085
-0.035,0.0,0.02,0.015,0.005,-0.02,-0.03,-0.045,-0.075,-0.07,-0.09,-0.065
-0.035,0.0,0.02,0.015,0.005,-0.02,-0.03,-0.05,-0.055,-0.05,-0.11,-0.065
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.03,-0.03,-0.055,-0.05,-0.09,-0.065
-0.015,0.0,0.0,0.005,-0.005,0.0,-0.03,-0.05,-0.055,-0.075,-0.11,-0.065
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.03,-0.03,-0.055,-0.055,-0.09,-0.045
-0.035,0.0,0.02,0.015,0.005,-0.02,-0.03,-0.05,-0.06,-0.05,-0.09,-0.07
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.035,-0.03,-0.06,-0.05,-0.09,-0.07
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.035,-0.05,-0.04,-0.05,-0.11,-0.065
-0.035,-0.03,-0.01,0.03,-0.025,-0.005,-0.03,-0.03,-0.04,-0.03,-0.11,-0.065
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.03,-0.03,-0.06,-0.05,-0.09,-0.06
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.03,-0.03,-0.06,-0.055,-0.095,-0.06
-0.035,-0.025,-0.005,0.025,-0.02,-0.005,-0.03,-0.05,-0.06,-0.075,-0.115,-0.06
-0.035,-0.025,-0.005,0.025,-0.02,-0.005,-0.03,-0.05,-0.055,-0.07,-0.115,-0.06
-0.015,-0.02,-0.02,0.015,-0.025,0.01,-0.005,-0.03,-0.055,-0.065,-0.11,-0.06
-0.015,0.005,0.005,0.0,0.0,0.0,-0.025,-0.05,-0.05,-0.045,-0.105,-0.06
-0.01,0.015,0.01,-0.005,0.01,0.0,-0.025,-0.045,-0.05,-0.06,-0.1,-0.055
-0.025,0.025,0.035,-0.005,0.025,-0.02,-0.025,-0.045,-0.045,-0.035,-0.095,-0.07
-0.025,0.035,0.045,-0.01,0.035,-0.03,-0.025,-0.025,-0.06,-0.025,-0.07,-0.04
-0.02,0.025,0.03,-0.005,0.025,-0.015,-0.03,-0.03,-0.03,0.0,-0.08,-0.035
-0.02,0.05,0.055,-0.02,0.05,-0.03,-0.01,-0.03,-0.01,-0.015,-0.08,-0.03
-0.02,0.06,0.065,-0.02,0.06,-0.035,-0.03,-0.055,-0.025,-0.015,-0.08,-0.045
-0.015,0.09,0.09,-0.04,0.085,-0.045,-0.055,-0.055,-0.02,-0.035,-0.075,-0.045
-0.015,0.08,0.08,-0.035,0.075,-0.04,-0.035,-0.035,-0.02,-0.01,-0.05,-0.04
-0.015,0.085,0.085,-0.035,0.08,-0.045,-0.03,-0.06,-0.01,-0.01,-0.065,-0.035
-0.02,0.12,0.125,-0.05,0.12,-0.065,-0.045,-0.06,-0.025,-0.005,-0.04,-0.03
0.0,0.13,0.115,-0.065,0.12,-0.05,-0.025,-0.06,-0.015,0.005,-0.035,-0.03
-0.015,0.14,0.14,-0.065,0.135,-0.07,-0.03,-0.045,0.025,0.01,-0.03,-0.045
0.005,0.13,0.11,-0.07,0.115,-0.045,-0.035,-0.05,0.01,-0.01,-0.07,-0.02
0.01,0.14,0.115,-0.075,0.12,-0.045,-0.06,-0.055,0.01,-0.005,-0.045,-0.03
-0.01,0.155,0.15,-0.075,0.15,-0.075,-0.045,-0.08,-0.005,0.0,-0.035,-0.005
-0.005,0.18,0.17,-0.09,0.17,-0.08,-0.055,-0.09,0.02,0.01,-0.045,0.005
0.005,0.2,0.18,-0.105,0.185,-0.08,-0.085,-0.09,0.03,0.02,-0.015,-0.005
0.01,0.215,0.19,-0.115,0.195,-0.085,-0.075,-0.07,0.04,0.05,-0.005,0.005
0.035,0.225,0.175,-0.13,0.195,-0.065,-0.11,-0.095,0.04,0.055,0.0,0.05
0.02,0.23,0.195,-0.125,0.205,-0.08,-0.125,-0.105,0.04,0.035,0.005,0.05
0.015,0.21,0.18,-0.115,0.19,-0.075,-0.14,-0.09,0.05,0.03,0.0,0.05
0.015,0.225,0.195,-0.12,0.205,-0.085,-0.15,-0.12,0.025,0.025,-0.005,0.03
0.01,0.22,0.195,-0.115,0.2,-0.085,-0.155,-0.125,-0.005,0.02,-0.025,0.025
0.01,0.21,0.185,-0.11,0.19,-0.08,-0.155,-0.125,0.005,0.01,-0.01,0.025
0.01,0.2,0.175,-0.105,0.18,-0.075,-0.155,-0.125,0.0,0.005,-0.015,0.02
0.035,0.19,0.14,-0.115,0.16,-0.045,-0.155,-0.105,-0.01,-0.005,-0.04,0.0
0.035,0.18,0.13,-0.11,0.15,-0.04,-0.15,-0.105,-0.015,-0.01,-0.025,0.015
0.035,0.165,0.115,-0.1,0.135,-0.035,-0.14,-0.1,-0.025,-0.015,-0.055,-0.015
0.015,0.14,0.11,-0.08,0.12,-0.04,-0.135,-0.095,-0.05,0.0,-0.06,-0.04
0.03,0.12,0.075,-0.075,0.09,-0.015,-0.125,-0.09,-0.035,-0.025,-0.07,-0.01
0.02,0.095,0.06,-0.06,0.07,-0.015,-0.095,-0.09,-0.04,-0.03,-0.08,-0.02
0.015,0.055,0.025,-0.035,0.035,0.0,-0.105,-0.11,-0.045,-0.04,-0.09,-0.05
0.005,0.07,0.05,-0.04,0.055,-0.015,-0.1,-0.105,-0.055,-0.05,-0.08,-0.04
-0.025,0.03,0.04,-0.005,0.03,-0.025,-0.085,-0.08,-0.06,-0.04,-0.09,-0.055
-0.015,0.0,0.0,0.005,-0.005,0.0,-0.07,-0.09,-0.065,-0.05,-0.125,-0.105
-0.015,-0.02,-0.02,0.015,-0.025,0.01,-0.045,-0.085,-0.09,-0.055,-0.135,-0.1
-0.035,-0.035,-0.015,0.03,-0.03,0.0,-0.065,-0.06,-0.095,-0.08,-0.14,-0.105
-0.015,-0.045,-0.045,0.025,-0.05,0.025,-0.06,-0.06,-0.105,-0.065,-0.15,-0.13
-0.015,-0.055,-0.055,0.03,-0.06,0.03,-0.06,-0.06,-0.07,-0.05,-0.155,-0.115
-0.035,-0.065,-0.045,0.045,-0.06,0.015,-0.06,-0.06,-0.075,-0.075,-0.16,-0.1
-0.035,-0.07,-0.05,0.05,-0.065,0.015,-0.06,-0.06,-0.1,-0.125,-0.17,-0.125
-0.015,-0.08,-0.08,0.045,-0.085,0.04,-0.06,-0.06,-0.125,-0.13,-0.195,-0.13
-0.035,-0.085,-0.065,0.055,-0.08,0.025,-0.06,-0.055,-0.13,-0.09,-0.175,-0.15
-0.035,-0.09,-0.07,0.06,-0.085,0.025,-0.06,-0.075,-0.13,-0.095,-0.175,-0.155
-0.015,-0.075,-0.075,0.04,-0.08,0.04,-0.08,-0.075,-0.13,-0.08,-0.18,-0.155
-0.035,-0.1,-0.08,0.065,-0.095,0.03,-0.06,-0.055,-0.115,-0.1,-0.18,-0.14
-0.035,-0.105,-0.085,0.065,-0.1,0.035,-0.04,-0.055,-0.095,-0.12,-0.2,-0.14
-0.035,-0.11,-0.09,0.07,-0.105,0.035,-0.04,-0.055,-0.1,-0.1,-0.18,-0.14
-0.035,-0.11,-0.09,0.07,-0.105,0.035,-0.06,-0.075,-0.12,-0.12,-0.18,-0.14
-0.015,-0.11,-0.11,0.06,-0.115,0.055,-0.06,-0.07,-0.12,-0.12,-0.205,-0.14
-0.035,-0.11,-0.09,0.07,-0.105,0.035,-0.035,-0.05,-0.12,-0.12,-0.205,-0.14
-0.035,-0.11,-0.09,0.07,-0.105,0.035,-0.055,-0.05,-0.115,-0.12,-0.205,-0.14
-0.035,-0.115,-0.095,0.07,-0.11,0.04,-0.055,-0.045,-0.115,-0.12,-0.205,-0.16
-0.035,-0.12,-0.1,0.075,-0.115,0.04,-0.015,-0.045,-0.11,-0.08,-0.185,-0.14
-0.035,-0.12,-0.1,0.075,-0.115,0.04,-0.03,-0.025,-0.11,-0.125,-0.2,-0.14
-0.035,-0.12,-0.1,0.075,-0.115,0.04,-0.03,-0.025,-0.11,-0.125,-0.2,-0.14
-0.035,-0.12,-0.1,0.075,-0.115,0.04,-0.025,-0.04,-0.11,-0.14,-0.2,-0.14
-0.035,-0.12,-0.1,0.075,-0.115,0.04,-0.005,-0.06,-0.11,-0.12,-0.2,-0.14
-0.035,-0.14,-0.12,0.085,-0.135,0.05,-0.025,-0.06,-0.11,-0.12,-0.2,-0.14
-0.035,-0.115,-0.095,0.07,-0.11,0.04,-0.025,-0.04,-0.105,-0.115,-0.18,-0.14
-0.035,-0.115,-0.095,0.07,-0.11,0.04,-0.025,-0.04,-0.105,-0.115,-0.215,-0.14
-0.035,-0.115,-0.095,0.07,-0.11,0.04,-0.04,-0.04,-0.105,-0.095,-0.195,-0.14
-0.035,-0.115,-0.095,0.07,-0.11,0.04,-0.02,-0.035,-0.08,-0.095,-0.175,-0.14
-0.035,-0.11,-0.09,0.07,-0.105,0.035,-0.02,-0.015,-0.08,-0.115,-0.175,-0.16
-0.055,-0.11,-0.07,0.08,-0.095,0.015,-0.015,-0.03,-0.075,-0.09,-0.195,-0.16
-0.055,-0.11,-0.07,0.08,-0.095,0.015,-0.005,-0.025,-0.085,-0.1,-0.19,-0.135
-0.055,-0.11,-0.07,0.08,-0.095,0.015,0.005,-0.025,-0.085,-0.09,-0.185,-0.135
-0.055,-0.105,-0.065,0.075,-0.09,0.015,0.025,0.025,-0.04,-0.065,-0.16,-0.15
-0.03,-0.095,-0.08,0.06,-0.09,0.035,0.08,0.1,0.06,-0.04,-0.16,-0.14
-0.02,-0.075,-0.07,0.045,-0.075,0.035,0.125,0.18,0.18,0.04,-0.14,-0.14
-0.035,-0.055,-0.035,0.04,-0.05,0.01,0.135,0.25,0.31,0.14,-0.09,-0.115
-0.02,0.005,0.01,0.005,0.005,-0.005,0.11,0.265,0.46,0.275,-0.025,-0.065
-0.005,0.095,0.085,-0.045,0.085,-0.04,0.035,0.225,0.57,0.47,0.12,0.025
0.035,0.185,0.135,-0.11,0.155,-0.045,-0.05,0.16,0.685,0.64,0.245,0.11
0.055,0.27,0.2,-0.165,0.23,-0.065,-0.155,0.1,0.78,0.815,0.38,0.2
0.08,0.37,0.275,-0.225,0.315,-0.09,-0.245,0.055,0.805,1.03,0.51,0.28
0.08,0.42,0.325,-0.25,0.365,-0.115,-0.345,-0.04,0.77,1.205,0.66,0.37
0.1,0.485,0.37,-0.295,0.42,-0.13,-0.47,-0.14,0.775,1.375,0.76,0.47
0.135,0.57,0.425,-0.355,0.495,-0.14,-0.6,-0.265,0.77,1.53,0.885,0.525
0.14,0.64,0.48,-0.395,0.555,-0.16,-0.745,-0.41,0.735,1.64,0.955,0.605
0.17,0.73,0.545,-0.45,0.63,-0.18,-0.84,-0.54,0.655,1.715,1.04,0.655
0.155,0.76,0.59,-0.46,0.67,-0.21,-0.95,-0.67,0.62,1.79,1.095,0.7
0.125,0.755,0.615,-0.44,0.68,-0.24,-1.0,-0.71,0.62,1.75,1.07,0.695
0.135,0.74,0.59,-0.44,0.66,-0.22,-1.03,-0.755,0.57,1.655,0.99,0.63
0.115,0.685,0.555,-0.4,0.615,-0.215,-1.04,-0.8,0.525,1.425,0.845,0.56
0.095,0.545,0.435,-0.32,0.485,-0.165,-1.0,-0.81,0.415,1.01,0.59,0.42
0.045,0.355,0.295,-0.2,0.32,-0.12,-0.935,-0.8,0.23,0.47,0.245,0.22
0.015,0.19,0.16,-0.105,0.17,-0.065,-0.895,-0.825,-0.065,-0.025,-0.025,0.075
-0.01,0.09,0.085,-0.04,0.085,-0.04,-0.875,-0.875,-0.385,-0.36,-0.2,-0.03
-0.035,0.02,0.04,0.005,0.025,-0.03,-0.83,-0.915,-0.635,-0.51,-0.285,-0.1
-0.05,-0.03,0.005,0.035,-0.015,-0.02,-0.76,-0.905,-0.815,-0.6,-0.355,-0.14
-0.055,-0.065,-0.025,0.055,-0.05,-0.005,-0.675,-0.825,-0.875,-0.605,-0.39,-0.17
-0.08,-0.075,-0.01,0.075,-0.045,-0.025,-0.59,-0.75,-0.825,-0.585,-0.385,-0.14
-0.085,-0.08,-0.01,0.08,-0.05,-0.03,-0.545,-0.69,-0.75,-0.555,-0.395,-0.17
-0.085,-0.07,0.0,0.075,-0.04,-0.035,-0.47,-0.625,-0.67,-0.51,-0.38,-0.185
-0.065,-0.05,0.0,0.055,-0.03,-0.025,-0.425,-0.56,-0.555,-0.455,-0.355,-0.175
